id,year,sex_label,sex,marital_status,marital_satisfaction,ideal_number_of_children,extramarital_affair_label,extramarital_affair,health_label,health,happiness_label,happiness,perfectlyPredictableHappiness
478,2002,Male,1,Married,NA,NA,NA,NA,Excellent,5,Completely happy,7,5.894038034552808
479,2002,Female,-1,Married,2,NA,No,-1,NA,NA,NA,NA,NA
481,2002,Female,-1,Widowed,NA,NA,No,-1,Good,3,Fairly happy,5,5.412520191166162
482,2002,Male,1,Married,3,4,NA,NA,NA,NA,NA,NA,NA
485,2002,Female,-1,Never married,NA,NA,NA,NA,Excellent,5,NA,NA,NA
486,2002,Female,-1,Separated,NA,NA,No,-1,Good,3,Very happy,6,5.412520191166161
488,2002,Male,1,Never married,NA,NA,NA,NA,NA,NA,NA,NA,NA
490,2002,Female,-1,Never married,NA,NA,NA,NA,Excellent,5,Very happy,6,5.894038034552808
491,2002,Female,-1,Widowed,NA,2,No,-1,NA,NA,NA,NA,NA
492,2002,Female,-1,Married,3,NA,No,-1,NA,NA,NA,NA,NA
493,2002,Male,1,Never married,NA,NA,NA,NA,Good,3,NA,NA,NA
494,2002,Female,-1,Widowed,NA,3,No,-1,Very good,4,NA,NA,NA
499,2002,Female,-1,Married,3,NA,No,-1,Very good,4,NA,NA,NA
501,2002,Male,1,Married,3,2,No,-1,Very good,4,NA,NA,NA
502,2002,Female,-1,Married,2,3,No,-1,Very good,4,NA,NA,NA
509,2002,Female,-1,Married,NA,NA,NA,NA,Very good,4,Fairly happy,5,5.653279112859485
510,2002,Male,1,Married,1,4,Yes,1,Poor,1,NA,NA,NA
511,2002,Male,1,Divorced,NA,2,Yes,1,NA,NA,NA,NA,NA
517,2002,Female,-1,Never married,NA,4,NA,NA,NA,NA,NA,NA,NA
523,2002,Male,1,Never married,NA,NA,NA,NA,Fair,2,Fairly unhappy,3,5.171761269472838
524,2002,Male,1,Married,NA,NA,No,-1,Excellent,5,Very happy,6,5.894038034552808
527,2002,Male,1,Married,3,NA,NA,NA,Excellent,5,NA,NA,NA
528,2002,Female,-1,Married,NA,NA,No,-1,Excellent,5,Very happy,6,5.894038034552808
531,2002,Female,-1,Married,NA,NA,No,-1,Excellent,5,Completely happy,7,5.894038034552808
532,2002,Male,1,Married,2,NA,Yes,1,Good,3,NA,NA,NA
534,2002,Male,1,Never married,NA,NA,NA,NA,Very good,4,Fairly happy,5,5.653279112859485
536,2002,Male,1,Married,3,2,No,-1,Very good,4,NA,NA,NA
537,2002,Male,1,Married,3,NA,No,-1,Excellent,5,NA,NA,NA
538,2002,Male,1,Married,NA,NA,No,-1,Very good,4,Very happy,6,5.653279112859485
540,2002,Female,-1,Never married,NA,NA,NA,NA,Good,3,Very happy,6,5.412520191166161
541,2002,Female,-1,Divorced,NA,NA,No,-1,Excellent,5,Very happy,6,5.894038034552808
543,2002,Male,1,Married,NA,NA,No,-1,Very good,4,Very happy,6,5.653279112859485
544,2002,Male,1,Married,NA,NA,No,-1,Good,3,Very happy,6,5.412520191166161
546,2002,Male,1,Married,1,NA,No,-1,Very good,4,NA,NA,NA
547,2002,Female,-1,Widowed,NA,NA,No,-1,Good,3,Very unhappy,2,5.412520191166161
548,2002,Female,-1,Married,NA,NA,NA,NA,Good,3,NA,NA,NA
549,2002,Female,-1,Married,2,4,No,-1,Good,3,NA,NA,NA
550,2002,Male,1,Married,2,NA,No,-1,Good,3,NA,NA,NA
554,2002,Female,-1,Never married,NA,NA,NA,NA,NA,NA,NA,NA,NA
556,2002,Male,1,Married,NA,NA,NA,NA,Very good,4,NA,NA,NA
559,2002,Male,1,Married,NA,NA,No,-1,Excellent,5,Very happy,6,5.894038034552808
561,2002,Female,-1,Divorced,NA,NA,No,-1,NA,NA,NA,NA,NA
562,2002,Female,-1,Married,NA,NA,No,-1,Very good,4,Very happy,6,5.653279112859485
563,2002,Male,1,Married,NA,NA,No,-1,Good,3,Very happy,6,5.412520191166161
567,2002,Male,1,Divorced,NA,NA,NA,NA,Fair,2,Fairly happy,5,5.171761269472838
570,2002,Female,-1,Widowed,NA,NA,No,-1,Poor,1,Fairly happy,5,4.931002347779515
571,2002,Female,-1,Never married,NA,NA,NA,NA,Good,3,Fairly happy,5,5.412520191166162
572,2002,Male,1,Divorced,NA,NA,NA,NA,NA,NA,NA,NA,NA
576,2002,Male,1,Separated,NA,NA,Yes,1,Good,3,Very unhappy,2,5.412520191166161
580,2002,Female,-1,Never married,NA,NA,NA,NA,Very good,4,NA,NA,NA
583,2002,Female,-1,Never married,NA,2,NA,NA,NA,NA,NA,NA,NA
590,2002,Male,1,Married,3,4,No,-1,NA,NA,NA,NA,NA
591,2002,Female,-1,Divorced,NA,NA,Yes,1,NA,NA,NA,NA,NA
592,2002,Male,1,Never married,NA,NA,NA,NA,Fair,2,NA,NA,NA
593,2002,Male,1,Divorced,NA,NA,Yes,1,NA,NA,NA,NA,NA
594,2002,Male,1,Married,3,NA,NA,NA,Good,3,NA,NA,NA
605,2002,Male,1,Married,3,NA,No,-1,Good,3,NA,NA,NA
607,2002,Male,1,Married,NA,NA,No,-1,Very good,4,Completely happy,7,5.653279112859485
608,2002,Male,1,Separated,NA,2,No,-1,NA,NA,NA,NA,NA
609,2002,Female,-1,Never married,NA,NA,NA,NA,Good,3,Fairly happy,5,5.412520191166162
612,2002,Female,-1,Married,3,3,No,-1,NA,NA,NA,NA,NA
616,2002,Male,1,Married,NA,NA,Yes,1,Very good,4,Very happy,6,5.653279112859485
618,2002,Female,-1,Married,3,4,No,-1,Good,3,NA,NA,NA
628,2002,Male,1,Never married,NA,2,NA,NA,NA,NA,NA,NA,NA
629,2002,Male,1,Never married,NA,NA,NA,NA,Excellent,5,Very happy,6,5.894038034552808
630,2002,Female,-1,Separated,NA,NA,No,-1,Good,3,Fairly happy,5,5.412520191166162
633,2002,Male,1,Separated,NA,NA,No,-1,Good,3,Very happy,6,5.412520191166161
636,2002,Female,-1,Married,3,NA,No,-1,Very good,4,NA,NA,NA
637,2002,Female,-1,Never married,NA,NA,NA,NA,NA,NA,NA,NA,NA
640,2002,Female,-1,Married,NA,NA,Yes,1,Good,3,Very happy,6,5.412520191166161
642,2002,Male,1,Never married,NA,NA,NA,NA,Excellent,5,NA,NA,NA
643,2002,Male,1,Never married,NA,NA,NA,NA,Excellent,5,Fairly happy,5,5.894038034552808
648,2002,Male,1,Never married,NA,NA,NA,NA,Fair,2,Completely happy,7,5.171761269472839
649,2002,Female,-1,Divorced,NA,NA,No,-1,Good,3,Very happy,6,5.412520191166161
652,2002,Female,-1,Married,NA,NA,No,-1,Good,3,Completely happy,7,5.412520191166162
654,2002,Male,1,Married,2,NA,No,-1,Very good,4,NA,NA,NA
656,2002,Male,1,Married,3,5,No,-1,NA,NA,NA,NA,NA
658,2002,Male,1,Never married,NA,NA,NA,NA,Excellent,5,Very happy,6,5.894038034552808
660,2002,Female,-1,Widowed,NA,2,NA,NA,NA,NA,NA,NA,NA
665,2002,Male,1,Married,2,NA,Yes,1,Good,3,NA,NA,NA
667,2002,Male,1,Widowed,NA,NA,No,-1,Poor,1,Very happy,6,4.931002347779515
670,2002,Male,1,Never married,NA,2,NA,NA,NA,NA,NA,NA,NA
673,2002,Male,1,Divorced,NA,3,Yes,1,NA,NA,NA,NA,NA
682,2002,Female,-1,Widowed,NA,NA,No,-1,NA,NA,NA,NA,NA
685,2002,Male,1,Married,2,3,No,-1,Excellent,5,NA,NA,NA
692,2002,Female,-1,Divorced,NA,NA,Yes,1,NA,NA,NA,NA,NA
693,2002,Female,-1,Never married,NA,NA,NA,NA,Very good,4,Very happy,6,5.653279112859485
696,2002,Male,1,Never married,NA,2,NA,NA,Very good,4,NA,NA,NA
702,2002,Male,1,Divorced,NA,NA,No,-1,Poor,1,Very happy,6,4.931002347779515
703,2002,Female,-1,Never married,NA,NA,NA,NA,Very good,4,Completely happy,7,5.653279112859485
707,2002,Female,-1,Married,NA,NA,No,-1,Good,3,Fairly happy,5,5.412520191166162
710,2002,Male,1,Never married,NA,NA,NA,NA,Excellent,5,NA,NA,NA
715,2002,Female,-1,Married,NA,NA,No,-1,Good,3,Very happy,6,5.412520191166161
719,2002,Female,-1,Never married,NA,NA,NA,NA,Good,3,Fairly happy,5,5.412520191166162
724,2002,Male,1,Married,3,0,No,-1,Excellent,5,NA,NA,NA
726,2002,Male,1,Married,NA,NA,No,-1,Very good,4,Fairly happy,5,5.653279112859485
727,2002,Female,-1,Widowed,NA,2,No,-1,NA,NA,NA,NA,NA
736,2002,Male,1,Married,NA,NA,No,-1,Good,3,Very happy,6,5.412520191166161
737,2002,Female,-1,Married,NA,NA,NA,NA,Excellent,5,NA,NA,NA
740,2002,Male,1,Divorced,NA,NA,Yes,1,Very good,4,Very happy,6,5.653279112859485
748,2002,Female,-1,Divorced,NA,NA,NA,NA,Good,3,NA,NA,NA
749,2002,Male,1,Divorced,NA,NA,NA,NA,Excellent,5,NA,NA,NA
752,2002,Male,1,Divorced,NA,1,Yes,1,Fair,2,NA,NA,NA
754,2002,Female,-1,Married,NA,NA,No,-1,Fair,2,Very happy,6,5.171761269472838
755,2002,Male,1,Married,2,NA,NA,NA,Good,3,NA,NA,NA
757,2002,Female,-1,Married,3,2,No,-1,NA,NA,NA,NA,NA
760,2002,Female,-1,Divorced,NA,NA,No,-1,Excellent,5,NA,NA,NA
763,2002,Female,-1,Married,NA,NA,No,-1,Very good,4,Completely happy,7,5.653279112859485
764,2002,Male,1,Married,3,4,No,-1,Very good,4,NA,NA,NA
767,2002,Male,1,Never married,NA,NA,NA,NA,Excellent,5,Very happy,6,5.894038034552808
768,2002,Female,-1,Widowed,NA,NA,No,-1,Fair,2,Fairly happy,5,5.171761269472838
770,2002,Female,-1,Married,NA,NA,No,-1,Excellent,5,Fairly happy,5,5.894038034552808
771,2002,Female,-1,Married,2,2,No,-1,NA,NA,NA,NA,NA
772,2002,Male,1,Married,3,NA,No,-1,NA,NA,NA,NA,NA
775,2002,Male,1,Widowed,NA,NA,No,-1,Good,3,Very happy,6,5.412520191166161
780,2002,Female,-1,Never married,NA,NA,NA,NA,Good,3,Very happy,6,5.412520191166161
781,2002,Female,-1,Widowed,NA,3,No,-1,NA,NA,NA,NA,NA
783,2002,Male,1,Never married,NA,NA,NA,NA,Fair,2,Fairly happy,5,5.171761269472838
789,2002,Female,-1,Married,NA,NA,No,-1,Poor,1,Fairly happy,5,4.931002347779515
794,2002,Female,-1,Widowed,NA,2,No,-1,NA,NA,NA,NA,NA
795,2002,Female,-1,Widowed,NA,NA,No,-1,Poor,1,Neither happy nor unhappy,4,4.931002347779515
796,2002,Female,-1,Widowed,NA,4,No,-1,NA,NA,NA,NA,NA
798,2002,Female,-1,Widowed,NA,NA,No,-1,Fair,2,Fairly happy,5,5.171761269472838
802,2002,Female,-1,Married,NA,NA,No,-1,Excellent,5,Very happy,6,5.894038034552808
804,2002,Male,1,Divorced,NA,NA,No,-1,Excellent,5,Fairly happy,5,5.894038034552808
809,2002,Female,-1,Married,3,NA,No,-1,Very good,4,NA,NA,NA
810,2002,Male,1,Married,NA,NA,No,-1,Fair,2,Very happy,6,5.171761269472838
811,2002,Female,-1,Divorced,NA,2,No,-1,Good,3,NA,NA,NA
815,2002,Female,-1,Widowed,NA,4,NA,NA,NA,NA,NA,NA,NA
817,2002,Male,1,Divorced,NA,NA,No,-1,Good,3,NA,NA,NA
820,2002,Male,1,Married,NA,NA,NA,NA,Very good,4,Fairly happy,5,5.653279112859485
821,2002,Female,-1,Married,2,3,Yes,1,Good,3,NA,NA,NA
823,2002,Female,-1,Married,NA,NA,Yes,1,Fair,2,Neither happy nor unhappy,4,5.171761269472839
827,2002,Male,1,Widowed,NA,NA,No,-1,NA,NA,NA,NA,NA
844,2002,Female,-1,Married,2,0,No,-1,Excellent,5,NA,NA,NA
847,2002,Female,-1,Never married,NA,3,NA,NA,Very good,4,NA,NA,NA
852,2002,Male,1,Divorced,NA,0,No,-1,NA,NA,NA,NA,NA
856,2002,Female,-1,Married,3,4,No,-1,Very good,4,NA,NA,NA
860,2002,Female,-1,Divorced,NA,2,No,-1,NA,NA,NA,NA,NA
864,2002,Male,1,Divorced,NA,NA,No,-1,Very good,4,NA,NA,NA
866,2002,Male,1,Never married,NA,NA,NA,NA,Very good,4,Fairly happy,5,5.653279112859485
867,2002,Male,1,Married,3,NA,NA,NA,Very good,4,NA,NA,NA
871,2002,Female,-1,Divorced,NA,NA,Yes,1,Excellent,5,Very happy,6,5.894038034552808
873,2002,Male,1,Never married,NA,NA,NA,NA,Very good,4,NA,NA,NA
874,2002,Female,-1,Married,NA,NA,No,-1,Very good,4,Fairly happy,5,5.653279112859485
875,2002,Female,-1,Married,NA,NA,Yes,1,Very good,4,Very happy,6,5.653279112859485
877,2002,Female,-1,Never married,NA,NA,NA,NA,Very good,4,Very happy,6,5.653279112859485
885,2002,Male,1,Married,NA,NA,No,-1,Very good,4,Very happy,6,5.653279112859485
889,2002,Male,1,Divorced,NA,NA,No,-1,Excellent,5,Very happy,6,5.894038034552808
893,2002,Male,1,Married,NA,NA,No,-1,Good,3,Fairly happy,5,5.412520191166162
899,2002,Female,-1,Married,3,2,No,-1,NA,NA,NA,NA,NA
904,2002,Female,-1,Never married,NA,NA,NA,NA,Very good,4,Very happy,6,5.653279112859485
906,2002,Male,1,Divorced,NA,2,No,-1,Poor,1,NA,NA,NA
907,2002,Female,-1,Married,3,2,No,-1,NA,NA,NA,NA,NA
911,2002,Female,-1,Never married,NA,NA,NA,NA,Fair,2,Very happy,6,5.171761269472838
915,2002,Male,1,Married,NA,NA,No,-1,Excellent,5,Very happy,6,5.894038034552808
918,2002,Male,1,Married,NA,NA,No,-1,Excellent,5,Very happy,6,5.894038034552808
919,2002,Male,1,Never married,NA,3,NA,NA,Excellent,5,NA,NA,NA
920,2002,Male,1,Never married,NA,3,NA,NA,Very good,4,NA,NA,NA
921,2002,Male,1,Married,NA,NA,Yes,1,Good,3,Fairly happy,5,5.412520191166162
922,2002,Female,-1,Never married,NA,NA,NA,NA,Good,3,Very happy,6,5.412520191166161
923,2002,Male,1,Married,3,NA,No,-1,Good,3,NA,NA,NA
928,2002,Female,-1,Divorced,NA,NA,No,-1,Excellent,5,Very happy,6,5.894038034552808
932,2002,Male,1,Never married,NA,5,NA,NA,NA,NA,NA,NA,NA
935,2002,Female,-1,Married,NA,NA,Yes,1,Very good,4,Fairly happy,5,5.653279112859485
941,2002,Male,1,Never married,NA,2,NA,NA,NA,NA,NA,NA,NA
943,2002,Male,1,Widowed,NA,2,NA,NA,NA,NA,NA,NA,NA
945,2002,Female,-1,Divorced,NA,NA,No,-1,Fair,2,Completely happy,7,5.171761269472839
955,2002,Male,1,Married,NA,NA,Yes,1,Very good,4,Very happy,6,5.653279112859485
956,2002,Female,-1,Married,3,2,No,-1,Good,3,NA,NA,NA
963,2002,Female,-1,Divorced,NA,2,No,-1,Excellent,5,NA,NA,NA
964,2002,Female,-1,Married,2,3,NA,NA,NA,NA,NA,NA,NA
969,2002,Female,-1,Married,2,NA,No,-1,Good,3,NA,NA,NA
972,2002,Female,-1,Never married,NA,3,NA,NA,Very good,4,NA,NA,NA
977,2002,Male,1,Never married,NA,NA,NA,NA,Very good,4,NA,NA,NA
980,2002,Male,1,Married,3,3,No,-1,NA,NA,NA,NA,NA
981,2002,Female,-1,Never married,NA,2,NA,NA,Very good,4,NA,NA,NA
982,2002,Male,1,Never married,NA,NA,NA,NA,Good,3,Completely happy,7,5.412520191166162
983,2002,Female,-1,Never married,NA,NA,NA,NA,Good,3,Very happy,6,5.412520191166161
985,2002,Male,1,Divorced,NA,NA,NA,NA,Good,3,NA,NA,NA
990,2002,Female,-1,Never married,NA,2,NA,NA,Good,3,NA,NA,NA
992,2002,Male,1,Never married,NA,NA,NA,NA,Good,3,Neither happy nor unhappy,4,5.412520191166162
996,2002,Female,-1,Married,2,3,Yes,1,NA,NA,NA,NA,NA
1003,2002,Female,-1,Married,NA,NA,NA,NA,Very good,4,NA,NA,NA
1004,2002,Female,-1,Never married,NA,NA,NA,NA,NA,NA,NA,NA,NA
1005,2002,Female,-1,Married,NA,NA,NA,NA,Excellent,5,NA,NA,NA
1012,2002,Female,-1,Never married,NA,NA,NA,NA,Fair,2,Fairly happy,5,5.171761269472838
1013,2002,Male,1,Married,NA,NA,NA,NA,Good,3,NA,NA,NA
1016,2002,Male,1,Never married,NA,NA,NA,NA,Good,3,NA,NA,NA
1018,2002,Male,1,Married,NA,NA,NA,NA,Fair,2,NA,NA,NA
1020,2002,Male,1,Married,2,2,No,-1,Very good,4,NA,NA,NA
1023,2002,Female,-1,Never married,NA,2,NA,NA,NA,NA,NA,NA,NA
1025,2002,Female,-1,Divorced,NA,2,No,-1,Very good,4,NA,NA,NA
1029,2002,Male,1,Never married,NA,NA,NA,NA,Excellent,5,Very happy,6,5.894038034552808
1031,2002,Female,-1,Divorced,NA,NA,Yes,1,Good,3,NA,NA,NA
1037,2002,Male,1,Married,NA,NA,Yes,1,Very good,4,Very happy,6,5.653279112859485
1039,2002,Female,-1,Married,3,NA,No,-1,Excellent,5,NA,NA,NA
119,2002,Female,-1,Widowed,NA,NA,No,-1,Fair,2,Very happy,6,5.171761269472838
130,2002,Male,1,Married,3,NA,No,-1,NA,NA,NA,NA,NA
135,2002,Male,1,Never married,NA,NA,NA,NA,Excellent,5,Completely happy,7,5.894038034552808
136,2002,Female,-1,Married,2,3,No,-1,Very good,4,NA,NA,NA
141,2002,Female,-1,Divorced,NA,NA,No,-1,Very good,4,Completely happy,7,5.653279112859485
142,2002,Male,1,Married,NA,NA,No,-1,Good,3,Very happy,6,5.412520191166161
145,2002,Female,-1,Never married,NA,NA,NA,NA,Good,3,NA,NA,NA
147,2002,Female,-1,Widowed,NA,3,No,-1,Excellent,5,NA,NA,NA
151,2002,Female,-1,Never married,NA,NA,NA,NA,Very good,4,Very happy,6,5.653279112859485
152,2002,Male,1,Never married,NA,3,NA,NA,Excellent,5,NA,NA,NA
155,2002,Female,-1,Widowed,NA,NA,No,-1,Excellent,5,Fairly happy,5,5.894038034552808
157,2002,Male,1,Married,NA,NA,Yes,1,Excellent,5,Fairly happy,5,5.894038034552808
158,2002,Female,-1,Never married,NA,2,NA,NA,Very good,4,NA,NA,NA
164,2002,Female,-1,Widowed,NA,3,No,-1,NA,NA,NA,NA,NA
171,2002,Female,-1,Married,NA,NA,No,-1,Very good,4,Very happy,6,5.653279112859485
172,2002,Male,1,Divorced,NA,NA,NA,NA,Excellent,5,NA,NA,NA
173,2002,Female,-1,Married,NA,NA,No,-1,Fair,2,Fairly happy,5,5.171761269472838
174,2002,Male,1,Separated,NA,2,No,-1,Excellent,5,NA,NA,NA
183,2002,Female,-1,Married,1,2,No,-1,Very good,4,NA,NA,NA
194,2002,Male,1,Married,NA,NA,No,-1,Good,3,Very happy,6,5.412520191166161
202,2002,Male,1,Married,2,2,No,-1,Good,3,NA,NA,NA
206,2002,Female,-1,Never married,NA,NA,NA,NA,Excellent,5,Fairly happy,5,5.894038034552808
215,2002,Female,-1,Married,NA,NA,No,-1,Very good,4,Very happy,6,5.653279112859485
218,2002,Female,-1,Married,NA,NA,NA,NA,Excellent,5,NA,NA,NA
219,2002,Female,-1,Married,NA,NA,NA,NA,Excellent,5,NA,NA,NA
220,2002,Male,1,Married,3,2,No,-1,Fair,2,NA,NA,NA
222,2002,Male,1,Married,NA,NA,Yes,1,Excellent,5,Very happy,6,5.894038034552808
224,2002,Male,1,Married,2,NA,Yes,1,Excellent,5,NA,NA,NA
225,2002,Male,1,Divorced,NA,NA,Yes,1,Good,3,Fairly happy,5,5.412520191166162
227,2002,Male,1,Married,2,4,Yes,1,Very good,4,NA,NA,NA
228,2002,Female,-1,Married,3,NA,No,-1,Very good,4,NA,NA,NA
232,2002,Male,1,Never married,NA,NA,NA,NA,Very good,4,Very happy,6,5.653279112859485
240,2002,Male,1,Married,NA,NA,No,-1,Good,3,Very happy,6,5.412520191166161
242,2002,Male,1,Never married,NA,NA,NA,NA,Good,3,NA,NA,NA
243,2002,Male,1,Never married,NA,4,NA,NA,Very good,4,NA,NA,NA
254,2002,Female,-1,Married,NA,NA,NA,NA,Good,3,NA,NA,NA
257,2002,Female,-1,Never married,NA,NA,NA,NA,Excellent,5,NA,NA,NA
259,2002,Female,-1,Divorced,NA,2,No,-1,Good,3,NA,NA,NA
266,2002,Female,-1,Never married,NA,4,NA,NA,NA,NA,NA,NA,NA
267,2002,Female,-1,Never married,NA,2,NA,NA,Very good,4,NA,NA,NA
268,2002,Female,-1,Never married,NA,NA,NA,NA,NA,NA,NA,NA,NA
269,2002,Female,-1,Never married,NA,NA,NA,NA,Fair,2,NA,NA,NA
270,2002,Female,-1,Never married,NA,NA,NA,NA,Good,3,Very happy,6,5.412520191166161
271,2002,Female,-1,Never married,NA,NA,NA,NA,Good,3,Very happy,6,5.412520191166161
275,2002,Female,-1,Married,NA,NA,No,-1,Excellent,5,Very happy,6,5.894038034552808
279,2002,Male,1,Married,3,2,No,-1,Good,3,NA,NA,NA
280,2002,Male,1,Separated,NA,NA,NA,NA,NA,NA,NA,NA,NA
282,2002,Female,-1,Married,3,NA,No,-1,Excellent,5,NA,NA,NA
284,2002,Male,1,Married,3,NA,No,-1,Very good,4,NA,NA,NA
289,2002,Female,-1,Never married,NA,NA,NA,NA,Good,3,Very happy,6,5.412520191166161
293,2002,Male,1,Never married,NA,NA,NA,NA,Good,3,Very happy,6,5.412520191166161
296,2002,Male,1,Widowed,NA,NA,No,-1,NA,NA,NA,NA,NA
299,2002,Male,1,Never married,NA,3,NA,NA,Good,3,NA,NA,NA
306,2002,Male,1,Married,NA,NA,No,-1,Good,3,Fairly happy,5,5.412520191166162
309,2002,Female,-1,Married,2,3,No,-1,Very good,4,NA,NA,NA
311,2002,Female,-1,Married,NA,NA,No,-1,Excellent,5,Very happy,6,5.894038034552808
313,2002,Female,-1,Married,2,2,No,-1,Excellent,5,NA,NA,NA
315,2002,Female,-1,Married,3,3,No,-1,NA,NA,NA,NA,NA
325,2002,Female,-1,Married,2,2,No,-1,Very good,4,NA,NA,NA
327,2002,Female,-1,Separated,NA,2,Yes,1,Good,3,NA,NA,NA
328,2002,Female,-1,Divorced,NA,NA,No,-1,Good,3,Neither happy nor unhappy,4,5.412520191166162
332,2002,Male,1,Never married,NA,2,NA,NA,Excellent,5,NA,NA,NA
336,2002,Male,1,Never married,NA,NA,NA,NA,Excellent,5,Completely happy,7,5.894038034552808
337,2002,Male,1,Never married,NA,2,NA,NA,Excellent,5,NA,NA,NA
340,2002,Male,1,Married,3,2,No,-1,Good,3,NA,NA,NA
343,2002,Male,1,Never married,NA,NA,NA,NA,Good,3,Fairly happy,5,5.412520191166162
345,2002,Female,-1,Married,NA,NA,No,-1,Very good,4,Very happy,6,5.653279112859485
348,2002,Female,-1,Never married,NA,2,NA,NA,NA,NA,NA,NA,NA
351,2002,Male,1,Never married,NA,NA,NA,NA,Excellent,5,Neither happy nor unhappy,4,5.894038034552808
359,2002,Female,-1,Never married,NA,2,NA,NA,NA,NA,NA,NA,NA
361,2002,Female,-1,Divorced,NA,NA,No,-1,Fair,2,Fairly happy,5,5.171761269472838
364,2002,Female,-1,Married,NA,NA,Yes,1,Excellent,5,Fairly happy,5,5.894038034552808
365,2002,Female,-1,Divorced,NA,2,No,-1,Excellent,5,NA,NA,NA
369,2002,Male,1,Married,3,3,No,-1,NA,NA,NA,NA,NA
373,2002,Female,-1,Married,2,3,No,-1,NA,NA,NA,NA,NA
377,2002,Male,1,Married,3,2,Yes,1,NA,NA,NA,NA,NA
381,2002,Female,-1,Separated,NA,6,Yes,1,Poor,1,NA,NA,NA
382,2002,Female,-1,Married,NA,NA,NA,NA,Very good,4,NA,NA,NA
392,2002,Female,-1,Widowed,NA,NA,No,-1,NA,NA,NA,NA,NA
393,2002,Male,1,Divorced,NA,NA,NA,NA,Excellent,5,Very happy,6,5.894038034552808
394,2002,Male,1,Married,NA,NA,Yes,1,Very good,4,Very happy,6,5.653279112859485
403,2002,Male,1,Never married,NA,NA,NA,NA,Good,3,Fairly happy,5,5.412520191166162
406,2002,Male,1,Married,1,NA,Yes,1,Excellent,5,NA,NA,NA
411,2002,Male,1,Divorced,NA,NA,No,-1,Fair,2,Very happy,6,5.171761269472838
417,2002,Male,1,Never married,NA,NA,NA,NA,Good,3,NA,NA,NA
418,2002,Female,-1,Never married,NA,NA,NA,NA,Good,3,NA,NA,NA
422,2002,Female,-1,Never married,NA,2,NA,NA,Fair,2,NA,NA,NA
425,2002,Female,-1,Separated,NA,NA,Yes,1,Very good,4,Very happy,6,5.653279112859485
435,2002,Male,1,Widowed,NA,4,No,-1,NA,NA,NA,NA,NA
437,2002,Male,1,Divorced,NA,NA,Yes,1,Good,3,NA,NA,NA
439,2002,Female,-1,Never married,NA,NA,NA,NA,Very good,4,Very happy,6,5.653279112859485
440,2002,Female,-1,Separated,NA,NA,NA,NA,Very good,4,NA,NA,NA
449,2002,Female,-1,Divorced,NA,2,NA,NA,Excellent,5,NA,NA,NA
450,2002,Female,-1,Never married,NA,NA,NA,NA,NA,NA,NA,NA,NA
452,2002,Female,-1,Married,2,NA,No,-1,Excellent,5,NA,NA,NA
455,2002,Female,-1,Divorced,NA,NA,No,-1,Excellent,5,Fairly happy,5,5.894038034552808
456,2002,Female,-1,Never married,NA,2,NA,NA,Excellent,5,NA,NA,NA
459,2002,Female,-1,Widowed,NA,NA,NA,NA,Poor,1,NA,NA,NA
462,2002,Male,1,Never married,NA,2,NA,NA,NA,NA,NA,NA,NA
463,2002,Female,-1,Separated,NA,NA,NA,NA,NA,NA,NA,NA,NA
464,2002,Female,-1,Divorced,NA,NA,No,-1,NA,NA,NA,NA,NA
465,2002,Female,-1,Widowed,NA,NA,NA,NA,Excellent,5,NA,NA,NA
467,2002,Female,-1,Married,NA,NA,No,-1,Good,3,Completely happy,7,5.412520191166162
470,2002,Male,1,Married,3,NA,NA,NA,NA,NA,NA,NA,NA
471,2002,Male,1,Divorced,NA,NA,NA,NA,Excellent,5,NA,NA,NA
474,2002,Female,-1,Widowed,NA,NA,No,-1,Good,3,Fairly happy,5,5.412520191166162
475,2002,Female,-1,Widowed,NA,NA,NA,NA,Good,3,NA,NA,NA
477,2002,Female,-1,Never married,NA,NA,NA,NA,Very good,4,Fairly unhappy,3,5.653279112859485
484,2002,Female,-1,Never married,NA,NA,NA,NA,Very good,4,Very happy,6,5.653279112859485
495,2002,Female,-1,Married,2,NA,NA,NA,NA,NA,NA,NA,NA
498,2002,Male,1,Married,NA,NA,No,-1,Excellent,5,Very happy,6,5.894038034552808
503,2002,Female,-1,Married,NA,NA,No,-1,Fair,2,Fairly happy,5,5.171761269472838
504,2002,Male,1,Married,3,2,No,-1,Good,3,NA,NA,NA
507,2002,Male,1,Never married,NA,NA,NA,NA,NA,NA,NA,NA,NA
508,2002,Female,-1,Married,NA,NA,No,-1,Good,3,Fairly happy,5,5.412520191166162
513,2002,Female,-1,Widowed,NA,NA,NA,NA,Excellent,5,NA,NA,NA
515,2002,Female,-1,Never married,NA,NA,NA,NA,Good,3,Fairly happy,5,5.412520191166162
519,2002,Male,1,Divorced,NA,NA,Yes,1,Very good,4,Fairly happy,5,5.653279112859485
521,2002,Female,-1,Married,3,2,NA,NA,Very good,4,NA,NA,NA
525,2002,Female,-1,Married,NA,NA,No,-1,Excellent,5,Fairly happy,5,5.894038034552808
526,2002,Female,-1,Never married,NA,2,NA,NA,Fair,2,NA,NA,NA
533,2002,Female,-1,Married,NA,NA,No,-1,Fair,2,Fairly happy,5,5.171761269472838
539,2002,Female,-1,Divorced,NA,NA,No,-1,NA,NA,NA,NA,NA
552,2002,Male,1,Widowed,NA,NA,NA,NA,Good,3,Completely happy,7,5.412520191166162
